Fecha,Dataset,Recurso,Comentarios
"26/02/2024,Áreas Protegidas Provinciales,Visitas al Parque Provincial Ischigualasto en San Juan,""A partir de enero 2024 se cuenta con información desagregada por residencia para el Parque Ischigualasto, por lo que se incorporó el campo de residencia"""
