"indice_tiempo","area_protegida","residencia","visitas"
2021-03-01,"Punta Marqués","Residentes",791
2021-03-01,"Punta Tombo","No residentes",7
2021-03-01,"Punta Tombo","Residentes",2516
2021-03-01,"Cabo Dos Bahías","No residentes",0
2021-03-01,"Cabo Dos Bahías","Residentes",858
2021-04-01,"Bosque Petrificado Sarmiento","No residentes",0
2021-04-01,"Bosque Petrificado Sarmiento","Residentes",286
2021-04-01,"Península Valdés","No residentes",11
2021-04-01,"Península Valdés","Residentes",7570
2021-04-01,"Punta Loma","No residentes",3
2021-04-01,"Punta Loma","Residentes",3051
2021-04-01,"Punta Marqués","No residentes",4
2021-04-01,"Punta Marqués","Residentes",749
2021-04-01,"Punta Tombo","No residentes",0
2021-04-01,"Punta Tombo","Residentes",1018
2021-04-01,"Cabo Dos Bahías","No residentes",0
2021-04-01,"Cabo Dos Bahías","Residentes",935
2021-05-01,"Bosque Petrificado Sarmiento","No residentes",0
2021-05-01,"Bosque Petrificado Sarmiento","Residentes",78
2021-05-01,"Península Valdés","No residentes",0
2021-05-01,"Península Valdés","Residentes",2665
2021-05-01,"Punta Loma","No residentes",2
2021-05-01,"Punta Loma","Residentes",919
2021-05-01,"Punta Marqués","No residentes",3
2021-05-01,"Punta Marqués","Residentes",418
2021-05-01,"Punta Tombo","No residentes",NA
2021-05-01,"Punta Tombo","Residentes",NA
2021-05-01,"Cabo Dos Bahías","No residentes",NA
2021-05-01,"Cabo Dos Bahías","Residentes",NA
2021-06-01,"Bosque Petrificado Sarmiento","No residentes",0
2021-06-01,"Bosque Petrificado Sarmiento","Residentes",15
2021-06-01,"Península Valdés","No residentes",0
2021-06-01,"Península Valdés","Residentes",1759
2021-06-01,"Punta Loma","No residentes",2
2021-06-01,"Punta Loma","Residentes",687
2021-06-01,"Punta Marqués","No residentes",2
2021-06-01,"Punta Marqués","Residentes",368
2021-06-01,"Punta Tombo","No residentes",NA
2021-06-01,"Punta Tombo","Residentes",NA
2021-06-01,"Cabo Dos Bahías","No residentes",NA
2021-06-01,"Cabo Dos Bahías","Residentes",NA
2021-07-01,"Bosque Petrificado Sarmiento","No residentes",0
2021-07-01,"Bosque Petrificado Sarmiento","Residentes",256
2021-07-01,"Península Valdés","No residentes",15
2021-07-01,"Península Valdés","Residentes",21246
2021-07-01,"Punta Loma","No residentes",0
2021-07-01,"Punta Loma","Residentes",7938
2021-07-01,"Punta Marqués","No residentes",0
2021-07-01,"Punta Marqués","Residentes",1154
2021-07-01,"Punta Tombo","No residentes",NA
2021-07-01,"Punta Tombo","Residentes",NA
2021-07-01,"Cabo Dos Bahías","No residentes",NA
2021-07-01,"Cabo Dos Bahías","Residentes",NA
2021-08-01,"Bosque Petrificado Sarmiento","No residentes",0
2021-08-01,"Bosque Petrificado Sarmiento","Residentes",237
2021-08-01,"Península Valdés","No residentes",11
2021-08-01,"Península Valdés","Residentes",19902
2021-08-01,"Punta Loma","No residentes",4
2021-08-01,"Punta Loma","Residentes",5473
2021-08-01,"Punta Marqués","No residentes",13
2021-08-01,"Punta Marqués","Residentes",867
2021-08-01,"Punta Tombo","No residentes",NA
2021-08-01,"Punta Tombo","Residentes",NA
2021-08-01,"Cabo Dos Bahías","No residentes",NA
2021-08-01,"Cabo Dos Bahías","Residentes",NA
2021-09-01,"Bosque Petrificado Sarmiento","No residentes",0
2021-09-01,"Bosque Petrificado Sarmiento","Residentes",242
2021-09-01,"Península Valdés","No residentes",24
2021-09-01,"Península Valdés","Residentes",29927
2021-09-01,"Punta Loma","No residentes",10
2021-09-01,"Punta Loma","Residentes",9729
2021-09-01,"Punta Marqués","No residentes",7
2021-09-01,"Punta Marqués","Residentes",929
2021-09-01,"Punta Tombo","No residentes",5
2021-09-01,"Punta Tombo","Residentes",10398
2021-09-01,"Cabo Dos Bahías","No residentes",2
2021-09-01,"Cabo Dos Bahías","Residentes",519
2021-10-01,"Bosque Petrificado Sarmiento","No residentes",0
2021-10-01,"Bosque Petrificado Sarmiento","Residentes",451
2021-10-01,"Península Valdés","No residentes",89
2021-10-01,"Península Valdés","Residentes",49303
2021-10-01,"Punta Loma","No residentes",16
2021-10-01,"Punta Loma","Residentes",14134
2021-10-01,"Punta Marqués","No residentes",4
2021-10-01,"Punta Marqués","Residentes",917
2021-10-01,"Punta Tombo","No residentes",36
2021-10-01,"Punta Tombo","Residentes",23702
2021-10-01,"Cabo Dos Bahías","No residentes",0
2021-10-01,"Cabo Dos Bahías","Residentes",1299
2021-11-01,"Bosque Petrificado Sarmiento","No residentes",4
2021-11-01,"Bosque Petrificado Sarmiento","Residentes",524
2021-11-01,"Península Valdés","No residentes",538
2021-11-01,"Península Valdés","Residentes",27600
2021-11-01,"Punta Loma","No residentes",24
2021-11-01,"Punta Loma","Residentes",7995
2021-11-01,"Punta Marqués","No residentes",4
2021-11-01,"Punta Marqués","Residentes",578
2021-11-01,"Punta Tombo","No residentes",249
2021-11-01,"Punta Tombo","Residentes",13651
2021-11-01,"Cabo Dos Bahías","No residentes",10
2021-11-01,"Cabo Dos Bahías","Residentes",799
2021-12-01,"Bosque Petrificado Sarmiento","No residentes",9
2021-12-01,"Bosque Petrificado Sarmiento","Residentes",316
2021-12-01,"Península Valdés","No residentes",751
2021-12-01,"Península Valdés","Residentes",22129
2021-12-01,"Punta Loma","No residentes",120
2021-12-01,"Punta Loma","Residentes",4090
2021-12-01,"Punta Marqués","No residentes",0
2021-12-01,"Punta Marqués","Residentes",554
2021-12-01,"Punta Tombo","No residentes",437
2021-12-01,"Punta Tombo","Residentes",6209
2021-12-01,"Cabo Dos Bahías","No residentes",28
2021-12-01,"Cabo Dos Bahías","Residentes",757
2022-01-01,"Bosque Petrificado Sarmiento","No residentes",41
2022-01-01,"Bosque Petrificado Sarmiento","Residentes",1378
2022-01-01,"Península Valdés","No residentes",925
2022-01-01,"Península Valdés","Residentes",53318
2022-01-01,"Punta Loma","No residentes",235
2022-01-01,"Punta Loma","Residentes",17906
2022-01-01,"Punta Marqués","No residentes",18
2022-01-01,"Punta Marqués","Residentes",1508
2022-01-01,"Punta Tombo","No residentes",767
2022-01-01,"Punta Tombo","Residentes",21945
2022-01-01,"Cabo Dos Bahías","No residentes",62
2022-01-01,"Cabo Dos Bahías","Residentes",2490
2022-02-01,"Bosque Petrificado Sarmiento","No residentes",32
2022-02-01,"Bosque Petrificado Sarmiento","Residentes",1062
2022-02-01,"Península Valdés","No residentes",939
2022-02-01,"Península Valdés","Residentes",37759
2022-02-01,"Punta Loma","No residentes",177
2022-02-01,"Punta Loma","Residentes",15654
2022-02-01,"Punta Marqués","No residentes",30
2022-02-01,"Punta Marqués","Residentes",1104
2022-02-01,"Punta Tombo","No residentes",595
2022-02-01,"Punta Tombo","Residentes",15517
2022-02-01,"Cabo Dos Bahías","No residentes",77
2022-02-01,"Cabo Dos Bahías","Residentes",1672
2022-03-01,"Bosque Petrificado Sarmiento","No residentes",32
2022-03-01,"Bosque Petrificado Sarmiento","Residentes",636
2022-03-01,"Península Valdés","No residentes",1211
2022-03-01,"Península Valdés","Residentes",14760
2022-03-01,"Punta Loma","No residentes",260
2022-03-01,"Punta Loma","Residentes",5374
2022-03-01,"Punta Marqués","No residentes",18
2022-03-01,"Punta Marqués","Residentes",915
2022-03-01,"Punta Tombo","No residentes",721
2022-03-01,"Punta Tombo","Residentes",5740
2022-03-01,"Cabo Dos Bahías","No residentes",51
2022-03-01,"Cabo Dos Bahías","Residentes",856
2022-04-01,"Bosque Petrificado Sarmiento","No residentes",14
2022-04-01,"Bosque Petrificado Sarmiento","Residentes",341
2022-04-01,"Península Valdés","No residentes",610
2022-04-01,"Península Valdés","Residentes",8407
2022-04-01,"Punta Loma","No residentes",94
2022-04-01,"Punta Loma","Residentes",3695
2022-04-01,"Punta Marqués","No residentes",38
2022-04-01,"Punta Marqués","Residentes",625
2022-04-01,"Punta Tombo","No residentes",187
2022-04-01,"Punta Tombo","Residentes",2079
2022-04-01,"Cabo Dos Bahías","No residentes",13
2022-04-01,"Cabo Dos Bahías","Residentes",584
2022-05-01,"Bosque Petrificado Sarmiento","No residentes",17
2022-05-01,"Bosque Petrificado Sarmiento","Residentes",179
2022-05-01,"Península Valdés","No residentes",213
2022-05-01,"Península Valdés","Residentes",3968
2022-05-01,"Punta Loma","No residentes",53
2022-05-01,"Punta Loma","Residentes",1713
2022-05-01,"Punta Marqués","No residentes",25
2022-05-01,"Punta Marqués","Residentes",622
2022-05-01,"Punta Tombo","No residentes",NA
2022-05-01,"Punta Tombo","Residentes",NA
2022-05-01,"Cabo Dos Bahías","No residentes",NA
2022-05-01,"Cabo Dos Bahías","Residentes",NA
2022-06-01,"Bosque Petrificado Sarmiento","No residentes",4
2022-06-01,"Bosque Petrificado Sarmiento","Residentes",88
2022-06-01,"Península Valdés","No residentes",242
2022-06-01,"Península Valdés","Residentes",7295
2022-06-01,"Punta Loma","No residentes",127
2022-06-01,"Punta Loma","Residentes",3281
2022-06-01,"Punta Marqués","No residentes",43
2022-06-01,"Punta Marqués","Residentes",722
2022-06-01,"Punta Tombo","No residentes",NA
2022-06-01,"Punta Tombo","Residentes",NA
2022-06-01,"Cabo Dos Bahías","No residentes",NA
2022-06-01,"Cabo Dos Bahías","Residentes",NA
2022-07-01,"Bosque Petrificado Sarmiento","No residentes",2
2022-07-01,"Bosque Petrificado Sarmiento","Residentes",73
2022-07-01,"Península Valdés","No residentes",522
2022-07-01,"Península Valdés","Residentes",22702
2022-07-01,"Punta Loma","No residentes",118
2022-07-01,"Punta Loma","Residentes",8630
2022-07-01,"Punta Marqués","No residentes",2
2022-07-01,"Punta Marqués","Residentes",432
2022-07-01,"Punta Tombo","No residentes",NA
2022-07-01,"Punta Tombo","Residentes",NA
2022-07-01,"Cabo Dos Bahías","No residentes",NA
2022-07-01,"Cabo Dos Bahías","Residentes",NA
2022-08-01,"Bosque Petrificado Sarmiento","No residentes",2
2022-08-01,"Bosque Petrificado Sarmiento","Residentes",121
2022-08-01,"Península Valdés","No residentes",874
2022-08-01,"Península Valdés","Residentes",23612
2022-08-01,"Punta Loma","No residentes",205
2022-08-01,"Punta Loma","Residentes",7002
2022-08-01,"Punta Marqués","No residentes",14
2022-08-01,"Punta Marqués","Residentes",592
2022-08-01,"Punta Tombo","No residentes",NA
2022-08-01,"Punta Tombo","Residentes",NA
2022-08-01,"Cabo Dos Bahías","No residentes",NA
2022-08-01,"Cabo Dos Bahías","Residentes",NA
2022-09-01,"Bosque Petrificado Sarmiento","No residentes",9
2022-09-01,"Bosque Petrificado Sarmiento","Residentes",164
2022-09-01,"Península Valdés","No residentes",1799
2022-09-01,"Península Valdés","Residentes",35121
2022-09-01,"Punta Loma","No residentes",157
2022-09-01,"Punta Loma","Residentes",6699
2022-09-01,"Punta Marqués","No residentes",22
2022-09-01,"Punta Marqués","Residentes",524
2022-09-01,"Punta Tombo","No residentes",587
2022-09-01,"Punta Tombo","Residentes",10991
2022-09-01,"Cabo Dos Bahías","No residentes",15
2022-09-01,"Cabo Dos Bahías","Residentes",233
2022-10-01,"Bosque Petrificado Sarmiento","No residentes",21
2022-10-01,"Bosque Petrificado Sarmiento","Residentes",533
2022-10-01,"Península Valdés","No residentes",7163
2022-10-01,"Península Valdés","Residentes",49019
2022-10-01,"Punta Loma","No residentes",467
2022-10-01,"Punta Loma","Residentes",13052
2022-10-01,"Punta Marqués","No residentes",23
2022-10-01,"Punta Marqués","Residentes",996
2022-10-01,"Punta Tombo","No residentes",2014
2022-10-01,"Punta Tombo","Residentes",29371
2022-10-01,"Cabo Dos Bahías","No residentes",110
2022-10-01,"Cabo Dos Bahías","Residentes",1419
2022-11-01,"Bosque Petrificado Sarmiento","No residentes",145
2022-11-01,"Bosque Petrificado Sarmiento","Residentes",419
2022-11-01,"Península Valdés","No residentes",6064
2022-11-01,"Península Valdés","Residentes",27545
2022-11-01,"Punta Loma","No residentes",572
2022-11-01,"Punta Loma","Residentes",4633
2022-11-01,"Punta Marqués","No residentes",49
2022-11-01,"Punta Marqués","Residentes",649
2022-11-01,"Punta Tombo","No residentes",2974
2022-11-01,"Punta Tombo","Residentes",14687
2022-11-01,"Cabo Dos Bahías","No residentes",159
2022-11-01,"Cabo Dos Bahías","Residentes",788
2022-12-01,"Bosque Petrificado Sarmiento","No residentes",116
2022-12-01,"Bosque Petrificado Sarmiento","Residentes",277
2022-12-01,"Península Valdés","No residentes",4417
2022-12-01,"Península Valdés","Residentes",15003
2022-12-01,"Punta Loma","No residentes",1321
2022-12-01,"Punta Loma","Residentes",3922
2022-12-01,"Punta Marqués","No residentes",38
2022-12-01,"Punta Marqués","Residentes",585
2022-12-01,"Punta Tombo","No residentes",3952
2022-12-01,"Punta Tombo","Residentes",5533
2022-12-01,"Cabo Dos Bahías","No residentes",194
2022-12-01,"Cabo Dos Bahías","Residentes",771
2023-01-01,"Bosque Petrificado Sarmiento","No residentes",174
2023-01-01,"Bosque Petrificado Sarmiento","Residentes",1175
2023-01-01,"Península Valdés","No residentes",5930
2023-01-01,"Península Valdés","Residentes",67482
2023-01-01,"Punta Loma","No residentes",2748
2023-01-01,"Punta Loma","Residentes",16615
2023-01-01,"Punta Marqués","No residentes",73
2023-01-01,"Punta Marqués","Residentes",1606
2023-01-01,"Punta Tombo","No residentes",5976
2023-01-01,"Punta Tombo","Residentes",17711
2023-01-01,"Cabo Dos Bahías","No residentes",165
2023-01-01,"Cabo Dos Bahías","Residentes",1926
2023-02-01,"Bosque Petrificado Sarmiento","No residentes",120
2023-02-01,"Bosque Petrificado Sarmiento","Residentes",801
2023-02-01,"Península Valdés","No residentes",5989
2023-02-01,"Península Valdés","Residentes",32543
2023-02-01,"Punta Loma","No residentes",3008
2023-02-01,"Punta Loma","Residentes",12535
2023-02-01,"Punta Marqués","No residentes",103
2023-02-01,"Punta Marqués","Residentes",1049
2023-02-01,"Punta Tombo","No residentes",5472
2023-02-01,"Punta Tombo","Residentes",11533
2023-02-01,"Cabo Dos Bahías","No residentes",153
2023-02-01,"Cabo Dos Bahías","Residentes",1391
2023-03-01,"Bosque Petrificado Sarmiento","No residentes",95
2023-03-01,"Bosque Petrificado Sarmiento","Residentes",450
2023-03-01,"Península Valdés","No residentes",4665
2023-03-01,"Península Valdés","Residentes",14301
2023-03-01,"Punta Loma","No residentes",2606
2023-03-01,"Punta Loma","Residentes",4873
2023-03-01,"Punta Marqués","No residentes",88
2023-03-01,"Punta Marqués","Residentes",850
2023-03-01,"Punta Tombo","No residentes",3104
2023-03-01,"Punta Tombo","Residentes",3448
2023-03-01,"Cabo Dos Bahías","No residentes",209
2023-03-01,"Cabo Dos Bahías","Residentes",922
2023-04-01,"Bosque Petrificado Sarmiento","No residentes",33
2023-04-01,"Bosque Petrificado Sarmiento","Residentes",459
2023-04-01,"Península Valdés","No residentes",1300
2023-04-01,"Península Valdés","Residentes",9029
2023-04-01,"Punta Loma","No residentes",628
2023-04-01,"Punta Loma","Residentes",4662
2023-04-01,"Punta Marqués","No residentes",80
2023-04-01,"Punta Marqués","Residentes",963
2023-04-01,"Punta Tombo","No residentes",407
2023-04-01,"Punta Tombo","Residentes",1390
2023-04-01,"Cabo Dos Bahías","No residentes",60
2023-04-01,"Cabo Dos Bahías","Residentes",856
2023-05-01,"Bosque Petrificado Sarmiento","No residentes",34
2023-05-01,"Bosque Petrificado Sarmiento","Residentes",232
2023-05-01,"Península Valdés","No residentes",399
2023-05-01,"Península Valdés","Residentes",4459
2023-05-01,"Punta Loma","No residentes",157
2023-05-01,"Punta Loma","Residentes",3676
2023-05-01,"Punta Marqués","No residentes",21
2023-05-01,"Punta Marqués","Residentes",709
2023-05-01,"Punta Tombo","No residentes",NA
2023-05-01,"Punta Tombo","Residentes",NA
2023-05-01,"Cabo Dos Bahías","No residentes",NA
2023-05-01,"Cabo Dos Bahías","Residentes",NA
2023-06-01,"Bosque Petrificado Sarmiento","No residentes",4
2023-06-01,"Bosque Petrificado Sarmiento","Residentes",227
2023-06-01,"Península Valdés","No residentes",422
2023-06-01,"Península Valdés","Residentes",9026
2023-06-01,"Punta Loma","No residentes",209
2023-06-01,"Punta Loma","Residentes",5369
2023-06-01,"Punta Marqués","No residentes",21
2023-06-01,"Punta Marqués","Residentes",754
2023-06-01,"Punta Tombo","No residentes",NA
2023-06-01,"Punta Tombo","Residentes",NA
2023-06-01,"Cabo Dos Bahías","No residentes",NA
2023-06-01,"Cabo Dos Bahías","Residentes",NA
2023-07-01,"Bosque Petrificado Sarmiento","No residentes",18
2023-07-01,"Bosque Petrificado Sarmiento","Residentes",161
2023-07-01,"Península Valdés","No residentes",1030
2023-07-01,"Península Valdés","Residentes",26259
2023-07-01,"Punta Loma","No residentes",453
2023-07-01,"Punta Loma","Residentes",19879
2023-07-01,"Punta Marqués","No residentes",49
2023-07-01,"Punta Marqués","Residentes",1231
2023-07-01,"Punta Tombo","No residentes",NA
2023-07-01,"Punta Tombo","Residentes",NA
2023-07-01,"Cabo Dos Bahías","No residentes",NA
2023-07-01,"Cabo Dos Bahías","Residentes",NA
2023-08-01,"Bosque Petrificado Sarmiento","No residentes",5
2023-08-01,"Bosque Petrificado Sarmiento","Residentes",81
2023-08-01,"Península Valdés","No residentes",1292
2023-08-01,"Península Valdés","Residentes",18559
2023-08-01,"Punta Loma","No residentes",233
2023-08-01,"Punta Loma","Residentes",5526
2023-08-01,"Punta Marqués","No residentes",29
2023-08-01,"Punta Marqués","Residentes",504
2023-08-01,"Punta Tombo","No residentes",NA
2023-08-01,"Punta Tombo","Residentes",NA
2023-08-01,"Cabo Dos Bahías","No residentes",NA
2023-08-01,"Cabo Dos Bahías","Residentes",NA
2023-09-01,"Bosque Petrificado Sarmiento","No residentes",41
2023-09-01,"Bosque Petrificado Sarmiento","Residentes",111
2023-09-01,"Península Valdés","No residentes",3132
2023-09-01,"Península Valdés","Residentes",33545
2023-09-01,"Punta Loma","No residentes",415
2023-09-01,"Punta Loma","Residentes",9475
2023-09-01,"Punta Marqués","No residentes",74
2023-09-01,"Punta Marqués","Residentes",599
2023-09-01,"Punta Tombo","No residentes",1326
2023-09-01,"Punta Tombo","Residentes",13890
2023-09-01,"Cabo Dos Bahías","No residentes",36
2023-09-01,"Cabo Dos Bahías","Residentes",181
2023-10-01,"Bosque Petrificado Sarmiento","No residentes",56
2023-10-01,"Bosque Petrificado Sarmiento","Residentes",445
2023-10-01,"Península Valdés","No residentes",6698
2023-10-01,"Península Valdés","Residentes",49666
2023-10-01,"Punta Loma","No residentes",1093
2023-10-01,"Punta Loma","Residentes",16594
2023-10-01,"Punta Marqués","No residentes",35
2023-10-01,"Punta Marqués","Residentes",744
2023-10-01,"Punta Tombo","No residentes",3359
2023-10-01,"Punta Tombo","Residentes",27634
2023-10-01,"Cabo Dos Bahías","No residentes",142
2023-10-01,"Cabo Dos Bahías","Residentes",893
2023-11-01,"Bosque Petrificado Sarmiento","No residentes",271
2023-11-01,"Bosque Petrificado Sarmiento","Residentes",435
2023-11-01,"Península Valdés","No residentes",10237
2023-11-01,"Península Valdés","Residentes",22705
2023-11-01,"Punta Loma","No residentes",2145
2023-11-01,"Punta Loma","Residentes",7045
2023-11-01,"Punta Marqués","No residentes",24
2023-11-01,"Punta Marqués","Residentes",340
2023-11-01,"Punta Tombo","No residentes",4835
2023-11-01,"Punta Tombo","Residentes",10514
2023-11-01,"Cabo Dos Bahías","No residentes",265
2023-11-01,"Cabo Dos Bahías","Residentes",1077
2023-12-01,"Bosque Petrificado Sarmiento","No residentes",115
2023-12-01,"Bosque Petrificado Sarmiento","Residentes",305
2023-12-01,"Península Valdés","No residentes",5109
2023-12-01,"Península Valdés","Residentes",15343
2023-12-01,"Punta Loma","No residentes",1796
2023-12-01,"Punta Loma","Residentes",4887
2023-12-01,"Punta Marqués","No residentes",44
2023-12-01,"Punta Marqués","Residentes",396
2023-12-01,"Punta Tombo","No residentes",5576
2023-12-01,"Punta Tombo","Residentes",5364
2023-12-01,"Cabo Dos Bahías","No residentes",167
2023-12-01,"Cabo Dos Bahías","Residentes",796
2024-01-01,"Bosque Petrificado Sarmiento","No residentes",175
2024-01-01,"Bosque Petrificado Sarmiento","Residentes",883
2024-01-01,"Península Valdés","No residentes",6846
2024-01-01,"Península Valdés","Residentes",51401
2024-01-01,"Punta Loma","No residentes",3480
2024-01-01,"Punta Loma","Residentes",14012
2024-01-01,"Punta Marqués","No residentes",88
2024-01-01,"Punta Marqués","Residentes",1214
2024-01-01,"Punta Tombo","No residentes",7366
2024-01-01,"Punta Tombo","Residentes",13635
2024-01-01,"Cabo Dos Bahías","No residentes",220
2024-01-01,"Cabo Dos Bahías","Residentes",1932
2024-02-01,"Bosque Petrificado Sarmiento","No residentes",196
2024-02-01,"Bosque Petrificado Sarmiento","Residentes",665
2024-02-01,"Península Valdés","No residentes",7394
2024-02-01,"Península Valdés","Residentes",26969
2024-02-01,"Punta Loma","No residentes",4494
2024-02-01,"Punta Loma","Residentes",8764
2024-02-01,"Punta Marqués","No residentes",121
2024-02-01,"Punta Marqués","Residentes",758
2024-02-01,"Punta Tombo","No residentes",7186
2024-02-01,"Punta Tombo","Residentes",9380
2024-02-01,"Cabo Dos Bahías","No residentes",152
2024-02-01,"Cabo Dos Bahías","Residentes",1344
2024-03-01,"Bosque Petrificado Sarmiento","No residentes",58
2024-03-01,"Bosque Petrificado Sarmiento","Residentes",451
2024-03-01,"Península Valdés","No residentes",5102
2024-03-01,"Península Valdés","Residentes",12768
2024-03-01,"Punta Loma","No residentes",3564
2024-03-01,"Punta Loma","Residentes",5499
2024-03-01,"Punta Marqués","No residentes",87
2024-03-01,"Punta Marqués","Residentes",539
2024-03-01,"Punta Tombo","No residentes",5352
2024-03-01,"Punta Tombo","Residentes",4376
2024-03-01,"Cabo Dos Bahías","No residentes",435
2024-03-01,"Cabo Dos Bahías","Residentes",917
2024-04-01,"Bosque Petrificado Sarmiento","No residentes",25
2024-04-01,"Bosque Petrificado Sarmiento","Residentes",209
2024-04-01,"Península Valdés","No residentes",876
2024-04-01,"Península Valdés","Residentes",5504
2024-04-01,"Punta Loma","No residentes",225
2024-04-01,"Punta Loma","Residentes",2463
2024-04-01,"Punta Marqués","No residentes",20
2024-04-01,"Punta Marqués","Residentes",691
2024-04-01,"Punta Tombo","No residentes",425
2024-04-01,"Punta Tombo","Residentes",1443
2024-04-01,"Cabo Dos Bahías","No residentes",20
2024-04-01,"Cabo Dos Bahías","Residentes",361
2024-05-01,"Bosque Petrificado Sarmiento","No residentes",11
2024-05-01,"Bosque Petrificado Sarmiento","Residentes",63
2024-05-01,"Península Valdés","No residentes",202
2024-05-01,"Península Valdés","Residentes",2545
2024-05-01,"Punta Loma","No residentes",92
2024-05-01,"Punta Loma","Residentes",1611
2024-05-01,"Punta Marqués","No residentes",17
2024-05-01,"Punta Marqués","Residentes",556
2024-05-01,"Punta Tombo","No residentes",NA
2024-05-01,"Punta Tombo","Residentes",NA
2024-05-01,"Cabo Dos Bahías","No residentes",NA
2024-05-01,"Cabo Dos Bahías","Residentes",NA
2024-06-01,"Bosque Petrificado Sarmiento","No residentes",0
2024-06-01,"Bosque Petrificado Sarmiento","Residentes",19
2024-06-01,"Península Valdés","No residentes",277
2024-06-01,"Península Valdés","Residentes",6674
2024-06-01,"Punta Loma","No residentes",86
2024-06-01,"Punta Loma","Residentes",1946
2024-06-01,"Punta Marqués","No residentes",22
2024-06-01,"Punta Marqués","Residentes",325
2024-06-01,"Punta Tombo","No residentes",NA
2024-06-01,"Punta Tombo","Residentes",NA
2024-06-01,"Cabo Dos Bahías","No residentes",NA
2024-06-01,"Cabo Dos Bahías","Residentes",NA
2024-07-01,"Bosque Petrificado Sarmiento","No residentes",2
2024-07-01,"Bosque Petrificado Sarmiento","Residentes",97
2024-07-01,"Península Valdés","No residentes",659
2024-07-01,"Península Valdés","Residentes",17069
2024-07-01,"Punta Loma","No residentes",222
2024-07-01,"Punta Loma","Residentes",9349
2024-07-01,"Punta Marqués","No residentes",18
2024-07-01,"Punta Marqués","Residentes",771
2024-07-01,"Punta Tombo","No residentes",NA
2024-07-01,"Punta Tombo","Residentes",NA
2024-07-01,"Cabo Dos Bahías","No residentes",NA
2024-07-01,"Cabo Dos Bahías","Residentes",NA
2024-08-01,"Bosque Petrificado Sarmiento","No residentes",5
2024-08-01,"Bosque Petrificado Sarmiento","Residentes",74
2024-08-01,"Península Valdés","No residentes",1124
2024-08-01,"Península Valdés","Residentes",13897
2024-08-01,"Punta Loma","No residentes",233
2024-08-01,"Punta Loma","Residentes",3205
2024-08-01,"Punta Marqués","No residentes",19
2024-08-01,"Punta Marqués","Residentes",435
2024-08-01,"Punta Tombo","No residentes",NA
2024-08-01,"Punta Tombo","Residentes",NA
2024-08-01,"Cabo Dos Bahías","No residentes",NA
2024-08-01,"Cabo Dos Bahías","Residentes",NA
2024-09-01,"Bosque Petrificado Sarmiento","No residentes",11
2024-09-01,"Bosque Petrificado Sarmiento","Residentes",125
2024-09-01,"Península Valdés","No residentes",2294
2024-09-01,"Península Valdés","Residentes",26160
2024-09-01,"Punta Loma","No residentes",550
2024-09-01,"Punta Loma","Residentes",8305
2024-09-01,"Punta Marqués","No residentes",53
2024-09-01,"Punta Marqués","Residentes",367
2024-09-01,"Punta Tombo","No residentes",1272
2024-09-01,"Punta Tombo","Residentes",10191
2024-09-01,"Cabo Dos Bahías","No residentes",12
2024-09-01,"Cabo Dos Bahías","Residentes",321
2024-10-01,"Bosque Petrificado Sarmiento","No residentes",64
2024-10-01,"Bosque Petrificado Sarmiento","Residentes",330
2024-10-01,"Península Valdés","No residentes",4850
2024-10-01,"Península Valdés","Residentes",37021
2024-10-01,"Punta Loma","No residentes",779
2024-10-01,"Punta Loma","Residentes",12097
2024-10-01,"Punta Marqués","No residentes",27
2024-10-01,"Punta Marqués","Residentes",724
2024-10-01,"Punta Tombo","No residentes",3121
2024-10-01,"Punta Tombo","Residentes",21111
2024-10-01,"Cabo Dos Bahías","No residentes",75
2024-10-01,"Cabo Dos Bahías","Residentes",1174
2024-11-01,"Bosque Petrificado Sarmiento","No residentes",155
2024-11-01,"Bosque Petrificado Sarmiento","Residentes",442
2024-11-01,"Península Valdés","No residentes",7975
2024-11-01,"Península Valdés","Residentes",17500
2024-11-01,"Punta Loma","No residentes",2332
2024-11-01,"Punta Loma","Residentes",5531
2024-11-01,"Punta Marqués","No residentes",31
2024-11-01,"Punta Marqués","Residentes",643
2024-11-01,"Punta Tombo","No residentes",3728
2024-11-01,"Punta Tombo","Residentes",10383
2024-11-01,"Cabo Dos Bahías","No residentes",148
2024-11-01,"Cabo Dos Bahías","Residentes",853
2024-12-01,"Bosque Petrificado Sarmiento","No residentes",97
2024-12-01,"Bosque Petrificado Sarmiento","Residentes",280
2024-12-01,"Península Valdés","No residentes",3821
2024-12-01,"Península Valdés","Residentes",12139
2024-12-01,"Punta Loma","No residentes",2319
2024-12-01,"Punta Loma","Residentes",5217
2024-12-01,"Punta Marqués","No residentes",47
2024-12-01,"Punta Marqués","Residentes",714
2024-12-01,"Punta Tombo","No residentes",4867
2024-12-01,"Punta Tombo","Residentes",4200
2024-12-01,"Cabo Dos Bahías","No residentes",111
2024-12-01,"Cabo Dos Bahías","Residentes",631
2025-01-01,"Bosque Petrificado Sarmiento","No residentes",183
2025-01-01,"Bosque Petrificado Sarmiento","Residentes",1033
2025-01-01,"Península Valdés","No residentes",5568
2025-01-01,"Península Valdés","Residentes",49230
2025-01-01,"Punta Loma","No residentes",4533
2025-01-01,"Punta Loma","Residentes",13564
2025-01-01,"Punta Marqués","No residentes",58
2025-01-01,"Punta Marqués","Residentes",1221
2025-01-01,"Punta Tombo","No residentes",5155
2025-01-01,"Punta Tombo","Residentes",13617
2025-01-01,"Cabo Dos Bahías","No residentes",130
